CC.TABLE_NAME||'|'||CC.COLUMN_NAME||'|'||RC.TABLE_NAME||'|'||RC.COLUMN_NAME||'|'||C.CONSTRAINT_NAME
BATCH5_JOB_EXECUTION|JOB_INSTANCE_ID|BATCH5_JOB_INSTANCE|JOB_INSTANCE_ID|BATCH5_JOB_INST_EXEC_FK
GCRQRTZ_TRIGGERS|SCHED_NAME|GCRQRTZ_JOB_DETAILS|SCHED_NAME|FK1_TRIGGERS_INV_JOB_DETAILS
GCRQRYV|GCRQRYV_QUERY_ID|GCBQURY|GCBQURY_SURROGATE_ID|FK1_GCRQRYV_INV_GCBQURY
GCRRVSD|GCRRVSD_RVST_CODE|GTVRVST|GTVRVST_CODE|FK1_GCRRVSD_INV_GTVRVST_CODE
GCRRVST|GCRRVST_RVST_CODE|GTVRVST|GTVRVST_CODE|FK1_GCRRVST_INV_GTVRVST_CODE
GCRTITM|GCRTITM_SURROGATE_ID|GCRCITM|GCRCITM_SURROGATE_ID|FK_GCRTITM_INV_GCRCITM
GCRTPFL|GCRTPFL_FIELD_ID|GCRCFLD|GCRCFLD_SURROGATE_ID|FK1_GCRTPFL_INV_GCRCFLD
GCRTPFL|GCRTPFL_TEMPLATE_ID|GCBTMPL|GCBTMPL_SURROGATE_ID|FK1_GCRTPFL_INV_GCBTMPL
GEBCOMM|GEBCOMM_CTYP_CODE|GTVCTYP|GTVCTYP_CODE|FK1_GEBCOMM_INV_GTVCTYP_CODE
GEBCOMM|GEBCOMM_SYST_CODE|GTVSYST|GTVSYST_CODE|FK1_GEBCOMM_INV_GTVSYST_CODE
GEBFUNC|GEBFUNC_EMPH_CODE|GTVEMPH|GTVEMPH_CODE|FK1_GEBFUNC_INV_GTVEMPH_CODE
GEBFUNC|GEBFUNC_ETYP_CODE|STVETYP|STVETYP_CODE|FK1_GEBFUNC_INV_STVETYP_CODE
GEBFUNC|GEBFUNC_FSTA_CODE|GTVFSTA|GTVFSTA_CODE|FK1_GEBFUNC_INV_GTVFSTA_CODE
GEBFUNC|GEBFUNC_FUNC_CODE|GTVFUNC|GTVFUNC_CODE|FK1_GEBFUNC_INV_GTVFUNC_CODE
GEBFUNC|GEBFUNC_LETR_CODE|GTVLETR|GTVLETR_CODE|FK1_GEBFUNC_INV_GTVLETR_CODE
